Dish ID,Ingredient ID,Ingredient Name,Mass (grams),Calories (kcal),Fat (grams),Carbs (grams),Protein (grams)
dish_1561576767,ingr_0000000441,butter,1.035523,7.42469991,0.83877363,0.001035523,0.008284184
dish_1561576767,ingr_0000000520,lemon juice,0.258881,0.04400977,0.0,0.014497336,0.001035524
dish_1561576767,ingr_0000000189,vinegar,0.610399,0.0,0.0,0.0,0.0
dish_1561576767,ingr_0000000046,mushroom,5.177616,1.13907552,0.015532848,0.170861328,0.160506096
dish_1561576767,ingr_0000000519,oregano,0.323601,0.8737227,0.01294404,0.22328469,0.02912409
dish_1561576767,ingr_0000000341,cream,4.142092,13.929855396,1.516005672,0.111836484,0.115978576
dish_1561576767,ingr_0000000038,pineapple,102.000000,51.0,0.102,13.26,0.51
dish_1561576767,ingr_0000000126,mustard,0.203466,0.124724658,0.006714378,0.01220796,0.007528242
dish_1561576767,ingr_0000000517,chard,3.255464,0.61853816,0.006510928,0.120452168,0.058598352
dish_1563304958,ingr_0000000122,garlic,2.225868,3.31654332,0.01112934,0.73453644,0.142455552
dish_1563304958,ingr_0000000133,shallots,0.119219,0.0238438,0.000238438,0.003934227,0.001788285
dish_1563304958,ingr_0000000025,beef,47.753532,119.38383,7.1630298,0.0,12.41591832
dish_1563304958,ingr_0000000026,white rice,6.367137,8.2772781,0.019101411,1.78279836,0.171912699
dish_1563304958,ingr_0000000498,orange juice,0.318357,0.14962779,0.000318357,0.03501927,0.002228499
dish_1563304958,ingr_0000000036,spinach (raw),9.537557,2.19363811,0.038150228,0.343352052,0.276589153
dish_1563304958,ingr_0000000203,chili,0.318357,0.1273428,0.001273428,0.028333773,0.005730426
dish_1563304958,ingr_0000000514,wheat berry,38.150227,34.71670657,0.190751135,7.286693357,1.602309534
dish_1563304958,ingr_0000000518,thyme,0.953756,0.96329356,0.016213852,0.22890144,0.05722536
dish_1563304958,ingr_0000000161,olive oil,8.107581,71.67101604,8.107581,0.0,0.0
dish_1563304958,ingr_0000000535,green onions,0.318357,0.10187424,0.000636714,0.02228499,0.005730426
dish_1563304958,ingr_0000000072,kale,1.591784,0.77997416,0.011142488,0.14326056,0.052528872
dish_1563304958,ingr_0000000520,lemon juice,1.907511,0.32427687,0.0,0.106820616,0.007630044
dish_1563304958,ingr_0000000027,broccoli,3.183569,1.11424915,0.012734276,0.22284983,0.076405656
dish_1563304958,ingr_0000000508,soy sauce,0.318357,0.16872921,0.001910142,0.015599493,0.025786917
dish_1563304958,ingr_0000000050,tofu,106.000000,77.38,5.088,2.014,8.48
dish_1563304958,ingr_0000000028,chicken,381.502258,629.4787257,13.734081288,0.0,118.26569998
dish_1563304958,ingr_0000000189,vinegar,0.318357,0.0,0.0,0.0,0.0
dish_1563304958,ingr_0000000524,parsley,3.815023,1.415373533,0.030520184,0.244161472,0.110635667
dish_1563304958,ingr_0000000094,onions,0.636714,0.2546856,0.000636714,0.05730426,0.007003854
dish_1563304958,ingr_0000000291,salt,0.556467,0.0,0.0,0.0,0.0
dish_1565896039,ingr_0000000525,bok choy,1.425390,0.1853007,0.00285078,0.03135858,0.02138085
dish_1565896039,ingr_0000000189,vinegar,0.071269,0.0,0.0,0.0,0.0
dish_1565896039,ingr_0000000291,salt,0.053452,0.0,0.0,0.0,0.0
dish_1565896039,ingr_0000000094,onions,1.425390,0.570156,0.00142539,0.1282851,0.01567929
dish_1565896039,ingr_0000000072,kale,66.000000,32.34,0.462,5.94,2.178
dish_1565896039,ingr_0000000161,olive oil,5.585321,49.37423764,5.585321,0.0,0.0
dish_1565896039,ingr_0000000377,quinoa,94.174759,113.0097108,1.789320421,19.77669939,4.143689396
dish_1565896039,ingr_0000000133,shallots,2.850780,0.570156,0.00570156,0.09407574,0.0427617
dish_1565896039,ingr_0000000511,spinach (cooked),1.425390,0.3278397,0.0,0.0570156,0.0427617
dish_1565896039,ingr_0000000517,chard,66.000000,12.54,0.132,2.442,1.188
dish_1565896039,ingr_0000000043,green beans,96.525002,29.92275062,0.096525002,6.75675014,1.737450036
dish_1565896039,ingr_0000000025,beef,42.761692,106.90423,6.4142538,0.0,11.11803992
dish_1565896039,ingr_0000000513,millet,5.701559,6.78485521,0.05701559,1.351269483,0.199554565
dish_1567526785,ingr_0000000128,egg whites,433.000000,225.16,0.866,3.031,43.3
dish_1567526785,ingr_0000000161,olive oil,6.000000,53.04,6.0,0.0,0.0
dish_1567526785,ingr_0000000437,sweet potato,50.000000,38.0,0.0,9.0,0.5
dish_1567526785,ingr_0000000192,yam,50.000000,62.05,0.1,14.7,0.8
dish_1563911215,ingr_0000000291,salt,1.367765,0.0,0.0,0.0,0.0
dish_1563911215,ingr_0000000513,millet,13.677649,16.27640231,0.13677649,3.241602813,0.478717715
dish_1563911215,ingr_0000000028,chicken,54.710598,90.2724867,1.969581528,0.0,16.96028538
dish_1563911215,ingr_0000000312,pepper,0.256456,0.1025824,0.000512912,0.023850408,0.00512912
dish_1563911215,ingr_0000000043,green beans,36.075001,11.18325031,0.036075001,2.52525007,0.649350018
dish_1563911215,ingr_0000000448,jalapenos,2.735530,0.7933037,0.01094212,0.17780945,0.02461977
dish_1563911215,ingr_0000000036,spinach (raw),2.735530,0.6291719,0.01094212,0.09847908,0.07933037
dish_1563911215,ingr_0000000094,onions,2.735530,1.094212,0.00273553,0.2461977,0.03009083
dish_1563911215,ingr_0000000161,olive oil,3.660530,32.3590852,3.66053,0.0,0.0
dish_1563911215,ingr_0000000194,fried rice,37.000000,58.349,0.814,11.063,1.739
dish_1563911215,ingr_0000000033,bell peppers,6.838825,2.73553,0.01367765,0.61549425,0.1367765
dish_1563911215,ingr_0000000032,tomatoes,6.838825,2.3252005,0.047871775,0.4650401,0.047871775
dish_1563911215,ingr_0000000122,garlic,1.367765,2.03796985,0.006838825,0.45136245,0.08753696
dish_1551399293,ingr_0000000053,nuts,18.000000,109.26,9.72,3.78,3.6
dish_1550706096,ingr_0000000033,bell peppers,45.000000,18.0,0.09,4.05,0.9
dish_1562168471,ingr_0000000013,berries,103.000000,58.71,0.309,14.42,0.721
dish_1562168471,ingr_0000000016,brussels sprouts,58.056583,24.96433069,0.174169749,5.22509247,1.973923822
dish_1562168471,ingr_0000000433,roasted potatoes,63.000000,88.83,4.284,11.34,1.323
dish_1562168471,ingr_0000000128,egg whites,125.000000,65.0,0.25,0.875,12.5
dish_1562168471,ingr_0000000161,olive oil,0.580566,5.13220344,0.580566,0.0,0.0
dish_1562168471,ingr_0000000312,pepper,0.072571,0.0290284,0.000145142,0.006749103,0.00145142
dish_1562168471,ingr_0000000038,pineapple,140.000000,70.0,0.14,18.2,0.7
dish_1562168471,ingr_0000000291,salt,0.290283,0.0,0.0,0.0,0.0
dish_1550859977,ingr_0000000059,oatmeal,83.000000,56.44,1.162,9.96,1.992
dish_1560539340,ingr_0000000312,pepper,4.185431,1.6741724,0.008370862,0.389245083,0.08370862
dish_1560539340,ingr_0000000122,garlic,0.523179,0.77953671,0.002615895,0.17264907,0.033483456
dish_1560539340,ingr_0000000523,cilantro,1.046358,0.238569624,0.00523179,0.038715246,0.023019876
dish_1560539340,ingr_0000000161,olive oil,4.185431,36.99921004,4.185431,0.0,0.0
dish_1560539340,ingr_0000000006,caesar salad,70.000000,30.8,1.47,3.01,2.24
dish_1560539340,ingr_0000000094,onions,4.185431,1.6741724,0.004185431,0.37668879,0.046039741
dish_1560539340,ingr_0000000520,lemon juice,2.092715,0.35576155,0.0,0.11719204,0.00837086
dish_1560539340,ingr_0000000515,arugula,5.231788,1.307947,0.036622516,0.193576156,0.136026488
dish_1560539340,ingr_0000000448,jalapenos,0.261589,0.07586081,0.001046356,0.017003285,0.002354301
dish_1560539340,ingr_0000000291,salt,0.261589,0.0,0.0,0.0,0.0
dish_1560539340,ingr_0000000541,tomatillo,10.463576,3.34834432,0.10463576,0.62781456,0.10463576
dish_1560539340,ingr_0000000377,quinoa,20.927153,25.1125836,0.397615907,4.39470213,0.920794732
dish_1560539340,ingr_0000000049,fish,104.635757,94.1721813,13.60264841,0.0,19.252979288
dish_1551324079,ingr_0000000051,shrimp,59.000000,58.41,0.177,0.118,14.16
dish_1558549806,ingr_0000000077,almonds,118.000000,682.158,58.41,26.786,26.432
dish_1558549806,ingr_0000000026,white rice,75.000000,97.5,0.225,21.0,2.025
dish_1558549806,ingr_0000000036,spinach (raw),10.000000,2.3,0.04,0.36,0.29
dish_1556572657,ingr_0000000012,olives,36.000000,41.4,3.852,2.268,0.288
dish_1561654374,ingr_0000000041,blackberries,2.967742,1.27612906,0.01483871,0.273032264,0.041548388
dish_1561654374,ingr_0000000029,mixed greens,29.677418,8.30967704,0.118709672,1.572903154,0.652903196
dish_1561654374,ingr_0000000040,raspberries,2.967742,1.57290326,0.020774194,0.35612904,0.035612904
dish_1561654374,ingr_0000000008,scrambled eggs,167.000000,247.16,18.37,2.672,16.7
dish_1561654374,ingr_0000000016,brussels sprouts,37.392376,16.07872168,0.112177128,3.36531384,1.271340784
dish_1561654374,ingr_0000000161,olive oil,0.373924,3.30548816,0.373924,0.0,0.0
dish_1561654374,ingr_0000000312,pepper,0.046740,0.018696,9.348e-05,0.00434682,0.0009348
dish_1561654374,ingr_0000000291,salt,0.186962,0.0,0.0,0.0,0.0
dish_1561654374,ingr_0000000338,vinaigrette,2.967742,13.81483901,1.537290356,0.077161292,0.0
dish_1561654374,ingr_0000000294,granola,7.419354,34.819028322,1.513548216,4.800322038,0.7419354
dish_1567024135,ingr_0000000291,salt,0.028846,0.0,0.0,0.0,0.0
dish_1567024135,ingr_0000000011,cheese pizza,86.000000,228.674,8.084,28.81,9.632
dish_1567024135,ingr_0000000511,spinach (cooked),0.576923,0.13269229,0.0,0.02307692,0.01730769
dish_1567024135,ingr_0000000133,shallots,0.230769,0.0461538,0.000461538,0.007615377,0.003461535
dish_1567024135,ingr_0000000122,garlic,0.115385,0.17192365,0.000576925,0.03807705,0.00738464
dish_1567024135,ingr_0000000520,lemon juice,0.028846,0.00490382,0.0,0.001615376,0.000115384
dish_1567024135,ingr_0000000092,wine,0.115385,0.09807725,0.0,0.00300001,0.000115385
dish_1567024135,ingr_0000000335,eggplant,1.153846,0.286153808,0.002307692,0.068076914,0.01153846
dish_1567024135,ingr_0000000155,chicken thighs,23.076923,40.892307556,1.915384609,0.0,5.515384597
dish_1567024135,ingr_0000000021,squash,1.153846,0.23653843,0.003461538,0.039230764,0.010384614
dish_1567024135,ingr_0000000046,mushroom,1.153846,0.25384612,0.003461538,0.038076918,0.035769226
dish_1567024135,ingr_0000000161,olive oil,0.057692,0.50999728,0.057692,0.0,0.0
dish_1567024135,ingr_0000000377,quinoa,2.307692,2.7692304,0.043846148,0.48461532,0.101538448
dish_1567024135,ingr_0000000433,roasted potatoes,31.000000,43.71,2.108,5.58,0.651
dish_1568649354,ingr_0000000027,broccoli,49.756100,17.414635,0.1990244,3.482927,1.1941464
dish_1568649354,ingr_0000000013,berries,78.000000,44.46,0.234,10.92,0.546
dish_1568649354,ingr_0000000161,olive oil,1.243902,10.99609368,1.243902,0.0,0.0
dish_1560888849,ingr_0000000520,lemon juice,0.312216,0.05307672,0.0,0.017484096,0.001248864
dish_1560888849,ingr_0000000514,wheat berry,6.244320,5.6823312,0.0312216,1.19266512,0.26226144
dish_1560888849,ingr_0000000524,parsley,0.624432,0.231664272,0.004995456,0.039963648,0.018108528
dish_1560888849,ingr_0000000028,chicken,62.443195,103.03127175,2.24795502,0.0,19.35739045
dish_1560888849,ingr_0000000291,salt,0.078054,0.0,0.0,0.0,0.0
dish_1560888849,ingr_0000000161,olive oil,1.248864,11.03995776,1.248864,0.0,0.0
dish_1560888849,ingr_0000000433,roasted potatoes,34.000000,47.94,2.312,6.12,0.714
dish_1560888849,ingr_0000000122,garlic,0.312216,0.46520184,0.00156108,0.10303128,0.019981824
dish_1560888849,ingr_0000000518,thyme,0.156108,0.15766908,0.002653836,0.03746592,0.00936648
dish_1560888849,ingr_0000000133,shallots,0.019513,0.0039026,3.9026e-05,0.000643929,0.000292695
dish_1560888849,ingr_0000000036,spinach (raw),1.561080,0.3590484,0.00624432,0.05619888,0.04527132
dish_1558028007,ingr_0000000005,potatoes,71.000000,54.67,0.071,12.07,1.42
dish_1567801468,ingr_0000000006,caesar salad,196.000000,86.24,4.116,8.428,6.272
dish_1558635489,ingr_0000000205,corn on the cob,74.000000,78.514,1.776,16.28,2.294
dish_1561996369,ingr_0000000008,scrambled eggs,271.000000,401.08,29.81,4.336,27.1
dish_1562862529,ingr_0000000008,scrambled eggs,134.000000,198.32,14.74,2.144,13.4
dish_1562862529,ingr_0000000002,strawberries,70.000000,23.1,0.21,5.6,0.49
dish_1561654392,ingr_0000000161,olive oil,0.373924,3.30548816,0.373924,0.0,0.0
dish_1561654392,ingr_0000000004,bacon,31.000000,167.71,13.02,0.434,11.47
dish_1561654392,ingr_0000000040,raspberries,2.967742,1.57290326,0.020774194,0.35612904,0.035612904
dish_1561654392,ingr_0000000291,salt,0.186962,0.0,0.0,0.0,0.0
dish_1561654392,ingr_0000000029,mixed greens,29.677418,8.30967704,0.118709672,1.572903154,0.652903196
dish_1561654392,ingr_0000000294,granola,7.419354,34.819028322,1.513548216,4.800322038,0.7419354
dish_1561654392,ingr_0000000041,blackberries,2.967742,1.27612906,0.01483871,0.273032264,0.041548388
dish_1561654392,ingr_0000000338,vinaigrette,2.967742,13.81483901,1.537290356,0.077161292,0.0
dish_1561654392,ingr_0000000312,pepper,0.046740,0.018696,9.348e-05,0.00434682,0.0009348
dish_1561654392,ingr_0000000008,scrambled eggs,167.000000,247.16,18.37,2.672,16.7
dish_1561654392,ingr_0000000016,brussels sprouts,37.392376,16.07872168,0.112177128,3.36531384,1.271340784
dish_1566851155,ingr_0000000036,spinach (raw),42.042042,9.66966966,0.168168168,1.513513512,1.219219218
dish_1566851155,ingr_0000000094,onions,5.045045,2.018018,0.005045045,0.45405405,0.055495495
dish_1566851155,ingr_0000000524,parsley,3.237487,1.201107677,0.025899896,0.207199168,0.093887123
dish_1566851155,ingr_0000000161,olive oil,7.536098,66.61910632,7.536098,0.0,0.0
dish_1566851155,ingr_0000000518,thyme,0.809372,0.81746572,0.013759324,0.19424928,0.04856232
dish_1566851155,ingr_0000000291,salt,2.031296,0.0,0.0,0.0,0.0
dish_1566851155,ingr_0000000377,quinoa,161.874344,194.2492128,3.075612536,33.99361224,7.122471136
dish_1566851155,ingr_0000000520,lemon juice,0.404686,0.06879662,0.0,0.022662416,0.001618744
dish_1566851155,ingr_0000000126,mustard,0.420420,0.25771746,0.01387386,0.0252252,0.01555554
dish_1566851155,ingr_0000000515,arugula,16.187433,4.04685825,0.113312031,0.598935021,0.420873258
dish_1566851155,ingr_0000000031,cucumbers,8.408408,0.8408408,0.0,0.16816816,0.08408408
dish_1566851155,ingr_0000000189,vinegar,3.363364,0.0,0.0,0.0,0.0
dish_1566851155,ingr_0000000122,garlic,4.467279,6.65624571,0.022336395,1.47420207,0.285905856
dish_1566851155,ingr_0000000133,shallots,0.809372,0.1618744,0.001618744,0.026709276,0.01214058
dish_1566851155,ingr_0000000457,sun dried tomatoes,3.363364,8.67747912,0.10090092,1.88348384,0.47087096
dish_1561392734,ingr_0000000121,watermelon,106.000000,31.8,0.212,8.056,0.636
dish_1561392734,ingr_0000000013,berries,92.000000,52.44,0.276,12.88,0.644
dish_1558721587,ingr_0000000205,corn on the cob,90.000000,95.49,2.16,19.8,2.79
dish_1563827110,ingr_0000000038,pineapple,42.000000,21.0,0.042,5.46,0.21
dish_1563827110,ingr_0000000006,caesar salad,120.000000,52.8,2.52,5.16,3.84
dish_1563827110,ingr_0000000011,cheese pizza,55.000000,146.245,5.17,18.425,6.16
dish_1562010418,ingr_0000000367,lime,0.548105,0.1644315,0.00109621,0.057551025,0.003836735
dish_1562010418,ingr_0000000291,salt,0.559512,0.0,0.0,0.0,0.0
dish_1562010418,ingr_0000000094,onions,2.192420,0.876968,0.00219242,0.1973178,0.02411662
dish_1562010418,ingr_0000000462,pork,50.242718,119.57766884,7.03398052,0.0,13.06310668
dish_1562010418,ingr_0000000016,brussels sprouts,40.344406,17.34809458,0.121033218,3.63099654,1.371709804
dish_1562010418,ingr_0000000448,jalapenos,0.083738,0.02428402,0.000334952,0.00544297,0.000753642
dish_1562010418,ingr_0000000189,vinegar,2.192420,0.0,0.0,0.0,0.0
dish_1562010418,ingr_0000000312,pepper,0.354932,0.1419728,0.000709864,0.033008676,0.00709864
dish_1562010418,ingr_0000000122,garlic,0.669903,0.99815547,0.003349515,0.22106799,0.042873792
dish_1562010418,ingr_0000000029,mixed greens,16.443150,4.604082,0.0657726,0.87148695,0.3617493
dish_1562010418,ingr_0000000045,carrot,1.674757,0.68665037,0.003349514,0.1674757,0.015072813
dish_1562010418,ingr_0000000030,lettuce,10.962099,1.64431485,0.021924198,0.317900871,0.153469386
dish_1562010418,ingr_0000000152,cabbage,6.699029,1.40679609,0.033495145,0.214368928,0.087087377
dish_1562010418,ingr_0000000520,lemon juice,0.669903,0.11388351,0.0,0.037514568,0.002679612
dish_1562010418,ingr_0000000524,parsley,0.334951,0.124266821,0.002679608,0.021436864,0.009713579
dish_1562010418,ingr_0000000161,olive oil,5.123235,45.2893974,5.123235,0.0,0.0
dish_1562010418,ingr_0000000031,cucumbers,5.481050,0.548105,0.0,0.109621,0.0548105
dish_1562010418,ingr_0000000514,wheat berry,6.699029,6.09611639,0.033495145,1.279514539,0.281359218
dish_1562010418,ingr_0000000116,mayonnaise,1.339806,9.1106808,1.0048545,0.008038836,0.01339806
dish_1562010418,ingr_0000000471,cherry tomatoes,4.384840,0.7892712,0.00876968,0.17100876,0.03946356
dish_1562172643,ingr_0000000128,egg whites,290.000000,150.8,0.58,2.03,29.0
dish_1562172643,ingr_0000000433,roasted potatoes,80.000000,112.8,5.44,14.4,1.68
dish_1562172643,ingr_0000000004,bacon,87.000000,470.67,36.54,1.218,32.19
dish_1568305225,ingr_0000000033,bell peppers,15.030304,6.0121216,0.030060608,1.35272736,0.30060608
dish_1568305225,ingr_0000000122,garlic,0.751515,1.11975735,0.003757575,0.24799995,0.04809696
dish_1568305225,ingr_0000000291,salt,0.375758,0.0,0.0,0.0,0.0
dish_1568305225,ingr_0000000031,cucumbers,15.030304,1.5030304,0.0,0.30060608,0.15030304
dish_1568305225,ingr_0000000126,mustard,0.751515,0.460678695,0.024799995,0.0450909,0.027806055
dish_1568305225,ingr_0000000161,olive oil,12.024242,106.29429928,12.024242,0.0,0.0
dish_1568305225,ingr_0000000189,vinegar,6.012121,0.0,0.0,0.0,0.0
dish_1568305225,ingr_0000000080,turkey bacon,82.000000,311.354,23.042,2.542,23.862
dish_1568305225,ingr_0000000073,radishes,12.024242,1.92387872,0.012024242,0.408824228,0.084169694
dish_1562009810,ingr_0000000023,brown rice,108.000000,119.88,0.972,24.84,2.808
dish_1563305948,ingr_0000000306,croutons,0.085540,0.34908874,0.00573118,0.06184542,0.0102648
dish_1563305948,ingr_0000000291,salt,0.175442,0.0,0.0,0.0,0.0
dish_1563305948,ingr_0000000054,apple,3.184834,1.65611368,0.006369668,0.44587676,0.009554502
dish_1563305948,ingr_0000000514,wheat berry,6.073242,5.52665022,0.03036621,1.159989222,0.255076164
dish_1563305948,ingr_0000000520,lemon juice,0.303662,0.05162254,0.0,0.017005072,0.001214648
dish_1563305948,ingr_0000000072,kale,10.949083,5.36505067,0.076643581,0.98541747,0.361319739
dish_1563305948,ingr_0000000094,onions,6.369668,2.5478672,0.006369668,0.57327012,0.070066348
dish_1563305948,ingr_0000000161,olive oil,7.584317,67.04536228,7.584317,0.0,0.0
dish_1563305948,ingr_0000000473,cranberries,3.184834,1.46502364,0.003184834,0.38218008,0.01592417
dish_1563305948,ingr_0000000133,shallots,0.018979,0.0037958,3.7958e-05,0.000626307,0.000284685
dish_1563305948,ingr_0000000028,chicken,60.732426,100.2085029,2.186367336,0.0,18.82705206
dish_1563305948,ingr_0000000046,mushroom,30.000000,6.6,0.09,0.99,0.93
dish_1563305948,ingr_0000000189,vinegar,3.184834,0.0,0.0,0.0,0.0
dish_1563305948,ingr_0000000036,spinach (raw),41.328735,9.50560905,0.16531494,1.48783446,1.198533315
dish_1563305948,ingr_0000000148,parmesan cheese,1.140530,4.91226271,0.32619158,0.04790226,0.43796352
dish_1563305948,ingr_0000000126,mustard,0.796209,0.488076117,0.026274897,0.04777254,0.029459733
dish_1563305948,ingr_0000000140,caesar dressing,1.824847,0.804757527,0.038321787,0.078468421,0.058395104
dish_1563305948,ingr_0000000518,thyme,0.151831,0.15334931,0.002581127,0.03643944,0.00910986
dish_1563305948,ingr_0000000122,garlic,0.303662,0.45245638,0.00151831,0.10020846,0.019434368
dish_1563305948,ingr_0000000524,parsley,0.607324,0.225317204,0.004858592,0.038868736,0.017612396
dish_1550861903,ingr_0000000008,scrambled eggs,48.000000,71.04,5.28,0.768,4.8
dish_1559243704,ingr_0000000213,pears,203.000000,116.116,0.203,30.856,0.812
dish_1568665935,ingr_0000000011,cheese pizza,58.000000,154.222,5.452,19.43,6.496
dish_1551226999,ingr_0000000060,tortilla,31.000000,67.58,0.899,13.95,1.86
dish_1551226999,ingr_0000000049,fish,122.000000,109.8,15.86,0.0,22.448
dish_1551226999,ingr_0000000033,bell peppers,47.000000,18.8,0.094,4.23,0.94
dish_1561654756,ingr_0000000008,scrambled eggs,135.000000,199.8,14.85,2.16,13.5
dish_1561654756,ingr_0000000437,sweet potato,56.000000,42.56,0.0,10.08,0.56
dish_1561654756,ingr_0000000016,brussels sprouts,34.000000,14.62,0.102,3.06,1.156
dish_1564169878,ingr_0000000032,tomatoes,18.545208,6.30537072,0.129816456,1.261074144,0.129816456
dish_1564169878,ingr_0000000122,garlic,1.854521,2.76323629,0.009272605,0.61199193,0.118689344
dish_1564169878,ingr_0000000094,onions,0.463630,0.185452,0.00046363,0.0417267,0.00509993
dish_1564169878,ingr_0000000203,chili,1.622706,0.6490824,0.006490824,0.144420834,0.029208708
dish_1564169878,ingr_0000000060,tortilla,74.180832,161.71421376,2.151244128,33.3813744,4.45084992
dish_1564169878,ingr_0000000291,salt,0.463630,0.0,0.0,0.0,0.0
dish_1564169878,ingr_0000000523,cilantro,1.854521,0.422830788,0.009272605,0.068617277,0.040799462
dish_1564169878,ingr_0000000161,olive oil,0.927260,8.1969784,0.92726,0.0,0.0
dish_1564169878,ingr_0000000155,chicken thighs,185.452072,328.621071584,15.392521976,0.0,44.323045208
dish_1564169878,ingr_0000000052,cheese,55.635624,223.65520848,18.35975592,0.723263112,13.908906
dish_1561406817,ingr_0000000045,carrot,34.504005,14.14664205,0.06900801,3.4504005,0.310536045
dish_1561406817,ingr_0000000161,olive oil,0.345040,3.0501536,0.34504,0.0,0.0
dish_1561406817,ingr_0000000472,couscous,79.000000,88.48,0.158,18.17,3.002
dish_1561406817,ingr_0000000291,salt,0.129390,0.0,0.0,0.0,0.0
dish_1561406817,ingr_0000000312,pepper,0.021565,0.008626,4.313e-05,0.002005545,0.0004313
dish_1561406817,ingr_0000000026,white rice,129.000000,167.7,0.387,36.12,3.483
dish_1560801797,ingr_0000000161,olive oil,0.414303,3.66243852,0.414303,0.0,0.0
dish_1560801797,ingr_0000000021,squash,41.430332,8.49321806,0.124290996,1.408631288,0.372872988
dish_1560801797,ingr_0000000291,salt,0.155364,0.0,0.0,0.0,0.0
dish_1560801797,ingr_0000000007,cauliflower,54.000000,13.5,0.162,2.7,0.972
dish_1563381760,ingr_0000000004,bacon,6.000000,32.46,2.52,0.084,2.22
dish_1563381760,ingr_0000000437,sweet potato,20.283018,15.41509368,0.0,3.65094324,0.20283018
dish_1563381760,ingr_0000000161,olive oil,2.433962,21.51622408,2.433962,0.0,0.0
dish_1563381760,ingr_0000000038,pineapple,47.000000,23.5,0.047,6.11,0.235
dish_1563381760,ingr_0000000002,strawberries,68.000000,22.44,0.204,5.44,0.476
dish_1563381760,ingr_0000000192,yam,20.283018,25.171225338,0.040566036,5.963207292,0.324528288
dish_1550713503,ingr_0000000031,cucumbers,82.000000,8.2,0.0,1.64,0.82
dish_1550713503,ingr_0000000050,tofu,61.000000,44.53,2.928,1.159,4.88
dish_1550713503,ingr_0000000028,chicken,47.000000,77.55,1.692,0.0,14.57
dish_1563563467,ingr_0000000525,bok choy,116.097565,15.09268345,0.23219513,2.55414643,1.741463475
dish_1563563467,ingr_0000000161,olive oil,2.902439,25.65756076,2.902439,0.0,0.0
dish_1563295360,ingr_0000000004,bacon,22.000000,119.02,9.24,0.308,8.14
dish_1563295360,ingr_0000000008,scrambled eggs,74.000000,109.52,8.14,1.184,7.4
dish_1563295360,ingr_0000000161,olive oil,2.073171,18.32683164,2.073171,0.0,0.0
dish_1563295360,ingr_0000000027,broccoli,82.926834,29.0243919,0.331707336,5.80487838,1.990244016
dish_1561666821,ingr_0000000006,caesar salad,54.000000,23.76,1.134,2.322,1.728
dish_1561666821,ingr_0000000030,lettuce,17.026239,2.55393585,0.034052478,0.493760931,0.238367346
dish_1561666821,ingr_0000000094,onions,3.405248,1.3620992,0.003405248,0.30647232,0.037457728
dish_1561666821,ingr_0000000011,cheese pizza,43.000000,114.337,4.042,14.405,4.816
dish_1561666821,ingr_0000000031,cucumbers,8.513120,0.851312,0.0,0.1702624,0.0851312
dish_1561666821,ingr_0000000367,lime,0.851312,0.2553936,0.001702624,0.08938776,0.005959184
dish_1561666821,ingr_0000000189,vinegar,3.405248,0.0,0.0,0.0,0.0
dish_1561666821,ingr_0000000312,pepper,0.212828,0.0851312,0.000425656,0.019793004,0.00425656
dish_1561666821,ingr_0000000471,cherry tomatoes,6.810496,1.22588928,0.013620992,0.265609344,0.061294464
dish_1561666821,ingr_0000000291,salt,0.425656,0.0,0.0,0.0,0.0
dish_1561666821,ingr_0000000161,olive oil,6.810496,60.20478464,6.810496,0.0,0.0
dish_1561666821,ingr_0000000029,mixed greens,25.539358,7.15102024,0.102157432,1.353585974,0.561865876
dish_1558545738,ingr_0000000054,apple,142.000000,73.84,0.284,19.88,0.426
dish_1558116486,ingr_0000000440,grapes,57.000000,39.33,0.114,10.26,0.399
dish_1558546558,ingr_0000000077,almonds,44.000000,254.364,21.78,9.988,9.856
dish_1568229442,ingr_0000000189,vinegar,6.481013,0.0,0.0,0.0,0.0
dish_1568229442,ingr_0000000073,radishes,12.962026,2.07392416,0.012962026,0.440708884,0.090734182
dish_1568229442,ingr_0000000033,bell peppers,3.321747,1.3286988,0.006643494,0.29895723,0.06643494
dish_1568229442,ingr_0000000122,garlic,1.235500,1.840895,0.0061775,0.407715,0.079072
dish_1568229442,ingr_0000000238,hominy,11.314702,8.157900142,0.101832318,1.618002386,0.16972053
dish_1568229442,ingr_0000000203,chili,9.134805,3.653922,0.03653922,0.812997645,0.16442649
dish_1568229442,ingr_0000000291,salt,0.508868,0.0,0.0,0.0,0.0
dish_1568229442,ingr_0000000367,lime,0.207609,0.0622827,0.000415218,0.021798945,0.001453263
dish_1568229442,ingr_0000000448,jalapenos,0.415218,0.12041322,0.001660872,0.02698917,0.003736962
dish_1568229442,ingr_0000000201,blueberries,12.962026,7.414278872,0.038886078,1.866531744,0.090734182
dish_1568229442,ingr_0000000155,chicken thighs,166.087357,294.306796604,13.785250631,0.0,39.694878323
dish_1568229442,ingr_0000000036,spinach (raw),81.012657,18.63291111,0.324050628,2.916455652,2.349367053
dish_1568229442,ingr_0000000524,parsley,0.415218,0.154045878,0.003321744,0.026573952,0.012041322
dish_1568229442,ingr_0000000032,tomatoes,11.314702,3.84699868,0.079202914,0.769399736,0.079202914
dish_1568229442,ingr_0000000126,mustard,0.810127,0.496607851,0.026734191,0.04860762,0.029974699
dish_1568229442,ingr_0000000520,lemon juice,0.622828,0.10588076,0.0,0.034878368,0.002491312
