Dish ID,Total Mass (grams),Total Calories (kcal),Total Fat (grams),Total Carbs (grams),Total Protein (grams),Number of Ingredients,Ingredients
dish_1561577848,254.000007,413.347862,13.841578,6.037907,63.122896,17,arugula|basil|butter|chicken|cream|garlic|lemon juice|mushroom|olive oil|oregano|pepper|rosemary|salt|shallots|thyme|wheat berry|white wine
dish_1561578323,43.000000,114.337000,4.042000,14.405000,4.816000,1,cheese pizza
dish_1561578373,131.999999,164.495848,7.536766,17.891660,7.000702,10,bell peppers|caesar salad|cheese pizza|cherry tomatoes|cucumbers|feta cheese|lettuce|olives|onions|vinaigrette
dish_1561579505,126.000000,31.500000,0.378000,6.300000,2.268000,1,cauliflower
dish_1561579617,303.999997,130.172353,4.552824,21.115882,4.427353,5,cauliflower|eggplant|olive oil|roasted potatoes|salt
dish_1561579706,390.000001,284.444866,11.229328,23.337434,24.472879,26,arugula|basil|beef|bok choy|butter|cauliflower|chicken|cream|eggplant|garlic|lemon juice|millet|mushroom|olive oil|onions|oregano|pepper|roasted potatoes|rosemary|salt|shallots|spinach (cooked)|thyme|vinegar|wheat berry|white wine
dish_1561579867,217.000000,369.364234,20.497877,7.796568,37.048073,24,arugula|basil|beef|bok choy|butter|chicken|cream|garlic|lemon juice|millet|mushroom|olive oil|olives|onions|oregano|pepper|rosemary|salt|shallots|spinach (cooked)|thyme|vinegar|wheat berry|white wine
dish_1561579902,247.000000,406.397704,24.016942,9.004458,37.768027,28,arugula|basil|beef|blueberries|bok choy|butter|chard|chicken|cream|garlic|lemon juice|millet|mushroom|mustard|olive oil|olives|onions|oregano|pepper|rosemary|salt|shallots|spinach (cooked)|thyme|vinegar|walnuts|wheat berry|white wine
dish_1561580552,89.000000,22.250000,0.267000,4.450000,1.602000,1,cauliflower
dish_1561654374,251.000000,326.355483,22.061356,13.121208,19.444275,10,blackberries|brussels sprouts|granola|mixed greens|olive oil|pepper|raspberries|salt|scrambled eggs|vinaigrette
dish_1561654392,282.000000,494.065483,35.081356,13.555208,30.914275,11,bacon|blackberries|brussels sprouts|granola|mixed greens|olive oil|pepper|raspberries|salt|scrambled eggs|vinaigrette
dish_1561654756,225.000000,256.980000,14.952000,15.300000,15.216000,3,brussels sprouts|scrambled eggs|sweet potato
dish_1561661479,166.000005,242.175669,10.854464,13.715835,21.488856,9,bok choy|cucumbers|garlic|pepper|pork|salt|soy sauce|sugar|white rice
dish_1561662054,292.000009,419.438749,23.838249,26.351542,25.910592,17,apple|bok choy|garlic|green beans|lemon juice|millet|mixed greens|olive oil|onions|parsley|pepper|pork|salt|soy sauce|sugar|vinegar|white rice
dish_1561662948,230.000003,293.605518,9.301704,12.249767,39.475027,19,apple|basil|brown rice|carrot|chard|chicken|chive|corn on the cob|garlic|green beans|lemon juice|millet|mixed greens|olive oil|onions|parsley|rosemary|salt|vinegar
dish_1561663990,115.000005,181.489685,5.211058,3.293709,28.614527,12,basil|brown rice|carrot|chard|chicken|chive|garlic|lemon juice|olive oil|parsley|rosemary|salt
dish_1561665065,302.999998,387.798119,15.231730,14.161219,47.426925,18,apple|basil|brown rice|carrot|chard|chicken|chive|garlic|green beans|lemon juice|millet|mixed greens|olive oil|onions|parsley|rosemary|salt|vinegar
dish_1561665452,431.000008,624.853984,20.266371,27.939386,81.354122,18,apple|basil|brown rice|carrot|chard|chicken|chive|corn on the cob|garlic|lemon juice|millet|mixed greens|olive oil|onions|parsley|rosemary|salt|vinegar
dish_1561665626,49.000000,51.989000,1.176000,10.780000,1.519000,1,corn on the cob
dish_1561666821,170.000001,211.786566,12.141860,19.425872,7.538332,12,caesar salad|cheese pizza|cherry tomatoes|cucumbers|lettuce|lime|mixed greens|olive oil|onions|pepper|salt|vinegar
dish_1561667430,166.000005,342.213569,15.668182,18.326162,30.282522,8,bok choy|garlic|pepper|pork|salt|soy sauce|sugar|white rice
dish_1561736715,109.000000,161.320000,11.990000,1.744000,10.900000,1,scrambled eggs
dish_1561736736,145.000000,356.080000,27.110000,2.248000,24.220000,2,bacon|scrambled eggs
dish_1561737271,520.000000,762.382000,45.845000,46.549000,40.999000,5,broccoli|egg whites|hash browns|pineapple|sausage
dish_1561739623,348.000000,156.240000,1.056000,33.600000,7.176000,2,broccoli|sweet potato
dish_1561739805,1101.999997,696.363543,23.340096,101.256128,29.099000,10,berries|blackberries|broccoli|cantaloupe|granola|mixed greens|raspberries|scrambled eggs|sweet potato|vinaigrette
dish_1561739930,79.000000,60.040000,0.000000,14.220000,0.790000,1,sweet potato
dish_1561740353,96.000000,75.420412,5.666206,6.503661,0.751927,9,bell peppers|cucumbers|garlic|mustard|olive oil|radishes|salt|strawberries|vinegar
dish_1561746912,210.000001,264.095953,8.211682,27.373017,20.891369,8,arugula|brown rice|olive oil|pepper|salmon|salt|thyme|wheat berry
dish_1561747075,301.000000,646.588111,32.647553,31.982323,55.615634,10,cheese|chicken thighs|chili|cilantro|garlic|olive oil|onions|salt|tomatoes|tortilla
dish_1561749750,315.000004,330.527913,15.101815,15.041819,32.766498,9,arugula|broccoli|brown rice|cherry tomatoes|olive oil|pepper|salmon|salt|thyme
dish_1561749857,447.000006,366.579253,15.792134,21.602934,35.232507,12,arugula|broccoli|brown rice|brussels sprouts|cherry tomatoes|cucumbers|olive oil|pepper|radishes|salmon|salt|thyme
dish_1561751897,199.000001,354.020888,17.961366,7.834481,36.955648,7,arugula|brown rice|olive oil|pepper|salmon|salt|thyme
dish_1561752449,134.000001,287.849857,14.534127,14.237978,24.759119,10,cheese|chicken thighs|chili|cilantro|garlic|olive oil|onions|salt|tomatoes|tortilla
dish_1561752481,169.000000,297.979576,14.982955,15.411838,25.069847,11,cheese|chicken thighs|chili|cilantro|garlic|olive oil|onions|salt|squash|tomatoes|tortilla
dish_1561752535,307.000002,358.002011,18.121077,21.717423,28.101456,13,caesar salad|cheese|chicken thighs|chili|cilantro|garlic|olive oil|onions|salt|squash|tomatoes|tortilla|turnips
dish_1561753168,138.000004,245.501928,12.455621,5.432957,25.627536,7,arugula|brown rice|olive oil|pepper|salmon|salt|thyme
dish_1561753238,333.000001,298.034393,13.711391,14.026630,28.881100,14,arugula|brown rice|cucumbers|garlic|kale|lemon juice|olive oil|parsley|pepper|salmon|salt|squash|tatsoi|thyme
dish_1561753371,103.000002,221.257730,11.171754,10.944118,19.031263,10,cheese|chicken thighs|chili|cilantro|garlic|olive oil|onions|salt|tomatoes|tortilla
dish_1561996084,38.000000,205.580000,15.960000,0.532000,14.060000,1,bacon
dish_1561996369,271.000000,401.080000,29.810000,4.336000,27.100000,1,scrambled eggs
dish_1561996893,353.000002,309.110729,11.447926,35.662927,17.148146,7,berries|broccoli|chicken apple sausage|egg whites|grapes|olive oil|roasted potatoes
dish_1561997900,60.000000,84.600000,4.080000,10.800000,1.260000,1,roasted potatoes
dish_1561999287,90.000000,50.136586,2.546342,6.146341,2.107317,2,broccoli|olive oil
dish_1561999332,157.000001,260.530620,17.724406,12.260761,14.391317,8,bacon|blackberries|broccoli|granola|mixed greens|olive oil|raspberries|vinaigrette
dish_1561999624,245.000000,362.600000,26.950000,3.920000,24.500000,1,scrambled eggs
dish_1562007866,464.999995,497.861357,15.249502,62.604573,28.075634,20,arugula|brussels sprouts|cabbage|caesar salad|carrot|cherry tomatoes|couscous|garlic|jalapenos|lemon juice|mayonnaise|olive oil|parsley|pepper|pork|quinoa|salt|shallots|thyme|wheat berry
dish_1562008517,370.000008,401.729471,11.505784,54.154387,21.236303,18,arugula|brussels sprouts|cabbage|carrot|cucumbers|garlic|jalapenos|lemon juice|mayonnaise|olive oil|parsley|pepper|pork|quinoa|salt|shallots|thyme|wheat berry
dish_1562008780,195.000000,180.846407,14.930470,9.853952,4.773051,14,arugula|blueberries|cauliflower|chard|garlic|goat cheese|mixed greens|mustard|olive oil|olives|pears|pecans|salt|vinegar
dish_1562008813,225.000000,214.593240,15.571492,15.597978,6.029665,19,arugula|blueberries|cauliflower|chard|garlic|goat cheese|lemon juice|mixed greens|mustard|olive oil|olives|parsley|pears|pecans|quinoa|salt|shallots|thyme|vinegar
dish_1562009098,96.000000,70.080000,4.608000,1.824000,7.680000,1,tofu
dish_1562009810,108.000000,119.880000,0.972000,24.840000,2.808000,1,brown rice
dish_1562009934,368.999993,434.914393,15.623595,62.243576,12.707419,16,arugula|brown rice|garlic|goat cheese|lemon juice|mixed greens|mustard|olive oil|olives|parsley|pears|quinoa|salt|shallots|thyme|vinegar
dish_1562010048,198.999993,407.132251,24.372669,5.682850,38.990716,12,cabbage|carrot|garlic|jalapenos|lemon juice|mayonnaise|olive oil|parsley|pepper|pork|salt|wheat berry
dish_1562010085,263.999994,440.321432,25.204318,11.446744,41.166977,13,brussels sprouts|cabbage|carrot|garlic|jalapenos|lemon juice|mayonnaise|olive oil|parsley|pepper|pork|salt|wheat berry
dish_1562010293,403.999995,633.832971,37.303106,13.270199,59.485043,13,cabbage|caesar salad|carrot|garlic|jalapenos|lemon juice|mayonnaise|olive oil|parsley|pepper|pork|salt|wheat berry
dish_1562010418,157.000003,209.545140,13.460272,7.343752,15.532299,20,brussels sprouts|cabbage|carrot|cherry tomatoes|cucumbers|garlic|jalapenos|lemon juice|lettuce|lime|mayonnaise|mixed greens|olive oil|onions|parsley|pepper|pork|salt|vinegar|wheat berry
dish_1562085185,227.000000,550.510000,39.370000,28.830000,21.148000,3,bacon|hash browns|scrambled eggs
dish_1562086595,324.000000,308.603000,15.133000,26.694000,18.140000,3,fruit salad|scrambled eggs|yogurt
dish_1562086702,33.000000,178.530000,13.860000,0.462000,12.210000,1,bacon
dish_1562096372,287.000000,346.713696,15.203942,6.515385,43.392499,13,chicken thighs|cucumbers|eggplant|garlic|lemon juice|mushroom|olive oil|quinoa|salt|shallots|spinach (cooked)|squash|wine
dish_1562096542,50.000000,38.089604,2.763935,3.123378,0.942013,9,artichokes|beets|garlic|green beans|mixed greens|olive oil|parsley|salt|vinegar
dish_1562096584,89.999997,94.990567,4.666848,11.278717,2.650751,10,artichokes|beets|garlic|green beans|mixed greens|olive oil|parsley|quinoa|salt|vinegar
dish_1562099134,188.000001,271.641231,14.042558,18.565032,17.734715,22,carrot|cheese pizza|cherry tomatoes|chicken thighs|cucumbers|eggplant|garlic|lemon juice|lettuce|lime|mixed greens|mushroom|olive oil|onions|pepper|quinoa|salt|shallots|spinach (cooked)|squash|vinegar|wine
dish_1562168471,490.000003,312.665563,5.737881,50.066842,17.219375,8,berries|brussels sprouts|egg whites|olive oil|pepper|pineapple|roasted potatoes|salt
dish_1562170163,107.000000,53.500000,0.107000,13.910000,0.535000,1,pineapple
dish_1562172561,290.000000,150.800000,0.580000,2.030000,29.000000,1,egg whites
dish_1562172643,457.000000,734.270000,42.560000,17.648000,62.870000,3,bacon|egg whites|roasted potatoes
dish_1562180025,256.000005,798.913619,55.475595,12.930509,59.066469,10,bacon|buttermilk|chicken|flour|garlic|lemon juice|parsley|salt|thyme|vegetable oil
dish_1562181285,324.000005,796.922075,57.774527,17.129474,51.892131,17,almonds|bacon|blueberries|buttermilk|carrot|chicken|flour|garlic|lemon juice|mustard|olive oil|parsley|salt|spinach (raw)|thyme|vegetable oil|vinegar
dish_1562183065,75.000000,16.500000,0.225000,2.475000,2.325000,1,mushroom
dish_1562183175,324.000001,290.282404,15.717025,32.917037,7.615251,16,almonds|arugula|blueberries|carrot|chard|green beans|mushroom|mustard|olive oil|parsley|pepper|roasted potatoes|salt|spinach (raw)|vinegar|walnuts
dish_1562602832,187.999997,144.182287,5.482155,15.514251,9.786213,4,chia seeds|greek yogurt|milk|strawberries
dish_1562603536,14.000000,75.740000,5.880000,0.196000,5.180000,1,bacon
dish_1562603813,146.000000,475.960000,32.120000,46.720000,3.796000,1,hash browns
dish_1562605315,147.000000,217.560000,16.170000,2.352000,14.700000,1,scrambled eggs
dish_1562613918,206.999997,133.659975,6.603672,16.706303,4.750154,13,apple|arugula|broccoli|bulgur|cranberries|garlic|lemon juice|mustard greens|olive oil|parsley|salt|shallots|squash
dish_1562614895,148.000000,51.800000,0.592000,10.360000,3.552000,1,broccoli
dish_1562615070,49.999998,14.471021,0.641183,1.676942,0.443896,3,olive oil|salt|squash
dish_1562617972,203.000007,273.961245,16.621315,25.214352,8.877822,9,arugula|broccoli|chickpeas|mustard greens|olive oil|parsley|pepper|salt|vinegar
dish_1562686664,209.000000,119.130000,0.627000,29.260000,1.463000,1,berries
dish_1562687246,60.999998,115.421603,11.899805,2.317261,0.601127,8,bell peppers|cucumbers|garlic|mustard|olive oil|radishes|salt|vinegar
dish_1562687299,195.999998,180.821603,12.194805,18.467261,1.436127,10,bell peppers|berries|cucumbers|garlic|honeydew melons|mustard|olive oil|radishes|salt|vinegar
dish_1562687554,280.999998,409.334603,23.747805,42.104261,9.005127,12,bell peppers|berries|chicken apple sausage|cucumbers|garlic|honeydew melons|mustard|olive oil|radishes|salt|vinegar|waffles
dish_1562689519,173.000000,169.540000,7.439000,5.882000,19.030000,1,cottage cheese
dish_1562690917,122.000000,69.061707,1.301829,14.426829,1.461341,3,berries|broccoli|olive oil
dish_1562691064,501.000000,555.303707,23.931829,64.772829,21.989341,7,berries|broccoli|fried rice|olive oil|pineapple|roasted potatoes|scrambled eggs
dish_1562691383,70.000000,86.870000,0.140000,20.580000,1.120000,1,yam
dish_1562691674,435.000000,376.976871,11.338250,42.573322,26.482392,9,broccoli|chia seeds|chicken apple sausage|egg whites|greek yogurt|milk|olive oil|sweet potato|yam
dish_1562691705,554.000000,412.676871,11.576250,51.617322,27.196392,10,broccoli|chia seeds|chicken apple sausage|egg whites|greek yogurt|milk|olive oil|sweet potato|watermelon|yam
dish_1562701956,38.000000,6.840000,0.076000,1.482000,0.342000,1,cherry tomatoes
dish_1562702044,176.999998,44.034072,1.102068,7.411408,2.278432,5,cauliflower|cherry tomatoes|olive oil|salt|squash
dish_1562702132,359.000003,245.385915,21.956065,15.755672,23.436352,19,artichokes|arugula|carrot|cauliflower|cherry tomatoes|chive|corn|cucumbers|fish|garlic|lentils|mixed greens|olive oil|parsley|pepper|salt|snow peas|squash|vinegar
dish_1562702355,98.999998,68.882932,5.822042,3.473425,1.640872,8,bell peppers|cherry tomatoes|cucumbers|feta cheese|lettuce|olives|onions|vinaigrette
dish_1562702441,370.999998,209.189337,9.137265,28.234668,6.938542,12,bell peppers|cauliflower|cherry tomatoes|cucumbers|feta cheese|lettuce|olive oil|olives|onions|quinoa|vinaigrette|watermelon
dish_1562703345,58.000000,154.280000,5.626000,19.140000,6.380000,1,pizza
dish_1562703447,259.000001,384.426232,17.955579,37.651039,18.510514,15,apple|beef|berries|bok choy|lemon juice|millet|mixed greens|olive oil|onions|parsley|pizza|salt|shallots|spinach (cooked)|vinegar
dish_1562775456,66.000000,50.160000,0.000000,11.880000,0.660000,1,sweet potato
dish_1562775574,387.000002,242.477119,3.534756,36.081388,17.561642,8,brussels sprouts|cottage cheese|egg whites|olive oil|pepper|pineapple|salt|sweet potato
dish_1562777099,306.000004,303.718631,16.921306,23.063019,15.643683,7,brussels sprouts|olive oil|pepper|salt|scrambled eggs|strawberries|sweet potato
dish_1562784242,32.000000,85.120000,3.104000,10.560000,3.520000,1,pizza
dish_1562787983,149.000000,56.760000,1.457000,9.663000,2.656000,2,caesar salad|cantaloupe
dish_1562788816,319.999999,506.603481,24.274419,44.322500,37.731696,19,basil|broccoli|brown rice|cherry tomatoes|corn on the cob|country rice|fish|garlic|green onions|lemon juice|olive oil|onions|parsley|pepper|pork|salt|shallots|vinegar|white rice
dish_1562789268,349.999998,569.511601,22.733552,64.756830,32.585660,16,basil|broccoli|brown rice|cheese pizza|cherry tomatoes|corn on the cob|garlic|lemon juice|olive oil|onions|parsley|pepper|pork|salt|shallots|vinegar
dish_1562789301,434.999998,606.911601,24.518552,68.411830,35.305660,17,basil|broccoli|brown rice|caesar salad|cheese pizza|cherry tomatoes|corn on the cob|garlic|lemon juice|olive oil|onions|parsley|pepper|pork|salt|shallots|vinegar
dish_1562790224,116.000005,312.749738,30.397385,7.830092,6.847874,9,arugula|blueberries|chard|mustard|olive oil|pepper|salt|vinegar|walnuts
dish_1562790775,40.000000,75.686304,7.803152,1.519515,0.394182,8,bell peppers|cucumbers|garlic|mustard|olive oil|radishes|salt|vinegar
dish_1562790824,367.999997,437.071691,49.829515,19.273879,49.859919,12,bell peppers|country rice|cucumbers|fish|garlic|green onions|mustard|olive oil|onions|radishes|salt|vinegar
dish_1562860045,123.000000,280.290000,21.280000,1.918000,19.050000,2,bacon|scrambled eggs
dish_1562862493,134.000000,198.320000,14.740000,2.144000,13.400000,1,scrambled eggs
dish_1562862529,204.000000,221.420000,14.950000,7.744000,13.890000,2,scrambled eggs|strawberries
dish_1562871297,47.000000,124.973000,4.418000,15.745000,5.264000,1,cheese pizza
dish_1562872150,34.000000,7.480000,0.102000,1.122000,1.054000,1,mushroom
dish_1562872396,186.000002,179.563152,5.108878,3.969110,28.588115,15,basil|bok choy|chicken|garlic|lemon juice|olive oil|parsley|pepper|rosemary|salt|spinach (raw)|squash|thyme|wheat berry|zucchini
dish_1562872746,202.999997,242.363989,23.447700,12.912596,17.217417,18,arugula|carrot|chive|corn|figs|fish|garlic|jicama|lime|mustard|nopales|olive oil|parsley|pepper|salt|sour cream|strawberries|vinegar
dish_1562872981,287.999997,268.319678,15.604353,32.493450,20.539217,16,arugula|carrot|cherry tomatoes|chive|corn|couscous|fish|garlic|jicama|lime|nopales|olive oil|parsley|pepper|salt|sour cream
dish_1562873264,595.000001,503.600202,35.514573,66.933786,33.333627,17,arugula|bok choy|carrot|chive|corn|country rice|fish|garlic|green beans|jicama|lime|nopales|olive oil|parsley|pepper|salt|sour cream
dish_1562873416,119.000000,52.360000,2.499000,5.117000,3.808000,1,caesar salad
dish_1562873790,75.000002,75.708459,7.156706,2.772813,1.021574,10,cherry tomatoes|cucumbers|lettuce|lime|mixed greens|olive oil|onions|pepper|salt|vinegar
dish_1562875159,98.000000,260.680000,9.506000,32.340000,10.780000,1,pizza
dish_1562945779,29.000000,37.695322,2.020645,4.463193,0.928000,5,blackberries|granola|mixed greens|raspberries|vinaigrette
dish_1562945900,281.000000,240.695322,6.314645,42.813193,6.927000,10,berries|blackberries|cantaloupe|granola|honeydew melons|mixed greens|raspberries|roasted potatoes|succotash|vinaigrette
dish_1562946106,359.000000,578.964000,41.862000,16.796000,33.006000,4,cantaloupe|sausage|scrambled eggs|watermelon
dish_1562947436,242.000000,282.382000,14.620000,28.054000,11.220000,3,berries|pineapple|sausage
dish_1562959103,254.999994,395.013586,22.101430,43.194993,23.418006,15,arugula|cilantro|fish|garlic|jalapenos|lemon juice|olive oil|onions|parsnips|pepper|pizza|quinoa|roasted potatoes|salt|tomatillo
dish_1562959379,85.000001,57.066454,4.411608,3.778441,1.451472,11,arugula|carrot|cucumbers|lettuce|mixed greens|mustard|olive oil|pumpkin seeds|radishes|salt|vinegar
dish_1562959799,362.999999,498.765598,21.288010,46.103295,30.849313,23,bok choy|cabbage|carrot|chard|cherry tomatoes|cucumbers|figs|garlic|green onions|mixed greens|mustard|olive oil|parsnips|pepper|pork|radishes|rice noodles|salt|soy sauce|spinach (raw)|sugar|vinegar|white rice
dish_1562960437,69.000000,97.290000,4.692000,12.420000,1.449000,1,roasted potatoes
dish_1562963033,315.999992,356.387266,33.375897,22.311859,33.670640,13,arugula|cilantro|fish|garlic|jalapenos|lemon juice|olive oil|onions|pepper|quinoa|roasted potatoes|salt|tomatillo
dish_1562963289,180.000000,349.918000,12.686000,43.364000,15.520000,2,caesar salad|cheese pizza
dish_1562963325,379.000000,760.161959,31.468940,65.333315,51.822539,10,bok choy|caesar salad|cheese pizza|garlic|pepper|pork|salt|soy sauce|sugar|white rice
dish_1563205877,35.000000,56.000000,3.500000,1.050000,4.900000,1,chicken apple sausage
dish_1563205982,469.000000,316.239500,4.363000,54.792000,16.149000,6,berries|chicken apple sausage|egg whites|pineapple|sweet potato|yam
dish_1563206582,319.999997,229.248679,4.417208,16.967773,26.033962,4,egg whites|olive oil|sweet potato|yam
dish_1563207277,106.000000,153.090000,6.100000,23.700000,1.300000,3,olive oil|sweet potato|yam
dish_1563207301,173.000000,187.930000,6.234000,24.169000,8.000000,4,egg whites|olive oil|sweet potato|yam
dish_1563208129,290.999999,426.711226,26.187736,27.697924,19.361321,4,olive oil|scrambled eggs|sweet potato|yam
dish_1563208439,96.000000,92.610000,4.299000,8.010000,6.144000,2,chicken apple sausage|raspberries
dish_1563216412,205.000000,172.450000,0.714000,36.610000,5.238000,2,broccoli|white rice
dish_1563216440,351.999998,403.786341,6.472355,39.857885,44.691351,11,broccoli|cherry tomatoes|chicken breast|garlic|olive oil|parmesan cheese|salt|spinach (raw)|thyme|wheat berry|white rice
dish_1563217939,171.000003,227.242703,12.185005,7.603420,21.324188,19,arugula|cherry tomatoes|cilantro|cucumbers|garlic|jalapenos|lemon juice|lime|mangos|mustard greens|olive oil|onions|parsley|pork|rosemary|salt|tomatoes|white rice|zucchini
dish_1563217968,244.000003,252.792703,12.477005,12.713420,23.076188,20,arugula|broccoli|cherry tomatoes|cilantro|cucumbers|garlic|jalapenos|lemon juice|lime|mangos|mustard greens|olive oil|onions|parsley|pork|rosemary|salt|tomatoes|white rice|zucchini
dish_1563217993,337.000002,279.708798,13.669606,15.832532,23.901836,21,arugula|broccoli|cherry tomatoes|cilantro|cucumbers|garlic|jalapenos|lemon juice|lime|mangos|mustard greens|olive oil|onions|parsley|pork|rosemary|salt|squash|tomatoes|white rice|zucchini
dish_1563220058,52.000000,146.640000,6.240000,16.640000,6.240000,1,pepperoni pizza
dish_1563220171,362.999995,465.474597,13.715989,34.069403,50.018415,13,broccoli|brown rice|cherry tomatoes|chicken breast|garlic|olive oil|parmesan cheese|pepperoni pizza|salt|spinach (raw)|squash|thyme|wheat berry
dish_1563220767,130.000000,265.894327,14.748608,4.812822,26.540920,10,arugula|garlic|olive oil|onions|parsley|pork|rosemary|salt|white rice|zucchini
dish_1563222775,75.000000,190.584206,8.823172,16.359586,11.272345,11,arugula|garlic|olive oil|onions|parsley|pepperoni pizza|pork|rosemary|salt|white rice|zucchini
dish_1563222850,231.999998,348.378086,12.053419,27.308293,32.434044,19,arugula|broccoli|brown rice|cherry tomatoes|chicken breast|garlic|olive oil|onions|parmesan cheese|parsley|pepperoni pizza|pork|rosemary|salt|spinach (raw)|thyme|wheat berry|white rice|zucchini
dish_1563294522,400.000002,250.965665,4.807397,53.672114,2.934019,7,grapes|olive oil|pineapple|strawberries|sweet potato|watermelon|yam
dish_1563295044,157.999996,241.975372,12.167226,25.845207,7.933868,5,bacon|olive oil|pineapple|sweet potato|yam
dish_1563295360,181.000005,275.891224,19.784878,7.296878,17.530244,4,bacon|broccoli|olive oil|scrambled eggs
dish_1563302345,214.999996,265.855432,7.567318,5.092875,43.001165,11,chicken|garlic|lemon juice|mushroom|olive oil|parsley|salt|shallots|spinach (raw)|thyme|wheat berry
dish_1563302391,310.999996,401.215432,14.095318,22.372875,45.017165,12,chicken|garlic|lemon juice|mushroom|olive oil|parsley|roasted potatoes|salt|shallots|spinach (raw)|thyme|wheat berry
dish_1563304958,613.999988,951.841009,34.427449,13.269850,141.707579,21,beef|broccoli|chicken|chili|garlic|green onions|kale|lemon juice|olive oil|onions|orange juice|parsley|salt|shallots|soy sauce|spinach (raw)|thyme|tofu|vinegar|wheat berry|white rice
dish_1563305513,228.000000,606.252000,21.432000,76.380000,25.536000,1,cheese pizza
dish_1563305689,161.000000,30.140000,0.351000,4.741000,4.067000,2,cucumbers|mushroom
dish_1563305948,177.999999,207.360906,10.554449,6.453705,22.251265,20,apple|caesar dressing|chicken|cranberries|croutons|garlic|kale|lemon juice|mushroom|mustard|olive oil|onions|parmesan cheese|parsley|salt|shallots|spinach (raw)|thyme|vinegar|wheat berry
dish_1563306392,287.999998,477.465044,13.979971,5.710499,77.775474,10,chicken|garlic|lemon juice|olive oil|parsley|salt|shallots|spinach (raw)|thyme|wheat berry
dish_1563307519,335.000012,574.115147,30.811611,18.411122,51.720295,14,beef|broccoli|carrot|chili|garlic|green onions|kale|olive oil|onions|orange juice|salt|soy sauce|vinegar|white rice
dish_1563309285,128.000000,59.450000,3.721000,6.603000,1.768000,3,bell peppers|lettuce|olives
dish_1563378372,128.000000,468.165000,23.058000,53.319000,11.660000,2,bacon|biscuits
dish_1563378660,124.000006,334.800016,9.920000,49.972003,11.556801,2,bagels|cream cheese
dish_1563378690,152.000006,412.528016,14.708000,50.868003,19.396801,3,bagels|cream cheese|mozzarella cheese
dish_1563381461,36.000000,136.692000,10.116000,1.116000,10.476000,1,turkey bacon
dish_1563381680,6.000000,32.460000,2.520000,0.084000,2.220000,1,bacon
dish_1563381760,163.999998,140.502543,5.245528,21.248151,3.458358,6,bacon|olive oil|pineapple|strawberries|sweet potato|yam
dish_1563391681,142.999994,154.317150,16.664274,5.759965,16.284446,17,arugula|blueberries|chard|cilantro|fish|garlic|jalapenos|lemon juice|mustard|olive oil|onions|pecans|pepper|quinoa|salt|tomatillo|vinegar
dish_1563391922,104.000004,24.440001,0.381333,4.541334,1.525333,3,broccoli|squash|zucchini
dish_1563391989,463.999997,462.847506,34.812222,15.968175,56.331489,23,arugula|bell peppers|broccoli|cabbage|chicken thighs|chili|cilantro|fish|garlic|hominy|jalapenos|lemon juice|lime|olive oil|onions|parsley|pepper|quinoa|salt|squash|tomatillo|tomatoes|zucchini
dish_1563393244,280.000008,57.550002,0.519667,11.570667,3.229667,6,broccoli|cucumbers|onions|radishes|squash|zucchini
dish_1563393403,216.000008,103.154636,7.439953,10.219166,10.354001,15,arugula|broccoli|cilantro|fish|garlic|jalapenos|lemon juice|olive oil|onions|pepper|quinoa|salt|squash|tomatillo|zucchini
dish_1563464457,163.000000,158.990000,7.518000,16.838000,7.252000,3,bacon|berries|watermelon
dish_1563464627,115.000000,310.500000,9.200000,46.345000,10.718000,2,bagels|cream cheese
dish_1563464670,156.000000,384.176000,13.646000,47.477000,18.148000,4,bagels|cream cheese|cucumbers|mozzarella cheese
dish_1563468199,107.000000,53.500000,0.107000,13.910000,0.535000,1,pineapple
dish_1563468299,385.000000,210.350000,4.129000,35.584000,10.898000,4,berries|cottage cheese|pineapple|watermelon
dish_1563468327,482.999998,351.886037,9.768623,57.495320,12.099887,7,berries|cottage cheese|olive oil|pineapple|sweet potato|watermelon|yam
dish_1563475788,78.000000,39.000000,0.078000,10.140000,0.390000,1,pineapple
dish_1563476323,338.999995,686.971146,33.461004,38.625372,55.327599,15,brown rice|brownies|chili|cilantro|garlic|ginger|jalapenos|lemon juice|lime|olive oil|onions|salmon|salt|shallots|spinach (raw)
dish_1563477701,150.000000,179.424586,7.053355,9.112095,19.491802,16,brown rice|brussels sprouts|chili|cilantro|garlic|ginger|jalapenos|lemon juice|lime|olive oil|onions|pepper|salmon|salt|shallots|spinach (raw)
dish_1563479526,50.999999,67.844874,4.713103,5.867840,1.291098,8,apple|arugula|figs|goat cheese|lemon juice|mustard greens|olive oil|salt
dish_1563481061,350.000003,541.200037,29.770955,34.385365,32.668899,18,beef|chard|cherry tomatoes|cream|cucumbers|figs|garlic|mushroom|mustard|olive oil|onions|pasta|salt|sour cream|spinach (raw)|thyme|vinegar|wine
dish_1563551134,173.000003,246.920008,5.962000,29.723001,16.810400,3,bagels|cream cheese|egg whites
dish_1563551432,389.000003,665.332626,48.805745,14.590724,41.403399,6,brussels sprouts|olive oil|pepper|salt|sausage|scrambled eggs
dish_1563553735,87.999998,114.385802,6.131613,13.543484,2.816000,5,blackberries|granola|mixed greens|raspberries|vinaigrette
dish_1563553756,123.999998,309.145802,21.251613,14.047484,16.136000,6,bacon|blackberries|granola|mixed greens|raspberries|vinaigrette
